レベル,日付と時刻,ソース,イベント ID,タスクのカテゴリ
情報,2019/11/07 17:47:42,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:47:42.684
ProcessGuid: {02EA0504-730A-5A01-0000-001018271B00}
ProcessId: 2536
Image: C:\Windows\System32\consent.exe"
情報,2019/11/07 17:47:42,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:47:42.325
ProcessGuid: {02EA0504-732E-5A01-0000-0010C6441B00}
ProcessId: 856
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 1
IntegrityLevel: System
Hashes: SHA1=E977B87698C3E595D55827665E22FBF788DD3F9F
ParentProcessGuid: {02EA0504-41A7-5A01-0000-001060A00000}
ParentProcessId: 636
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:47:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:47:20.459
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\B4MM82K11R1KMNVNSRZB.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:47:20.459"
情報,2019/11/07 17:47:07,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:47:07.178
ProcessGuid: {02EA0504-7306-5A01-0000-00103DFF1A00}
ProcessId: 2088
Image: C:\Windows\System32\dllhost.exe"
情報,2019/11/07 17:47:06,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:47:06.382
ProcessGuid: {02EA0504-730A-5A01-0000-001018271B00}
ProcessId: 2536
Image: C:\Windows\System32\consent.exe
CommandLine: consent.exe 968 418 0000000003315FE0
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 1
IntegrityLevel: System
Hashes: SHA1=6E4E720DFC424A12383F0B8194E4477E3BC346DC
ParentProcessGuid: {02EA0504-41A8-5A01-0000-0010A9F90000}
ParentProcessId: 968
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs"
情報,2019/11/07 17:47:02,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:47:02.140
ProcessGuid: {02EA0504-7306-5A01-0000-00103DFF1A00}
ProcessId: 2088
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\chiyoda.tokyo
LogonGuid: {02EA0504-41EA-5A01-0000-002074B30100}
LogonId: 0x1b374
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=E977B87698C3E595D55827665E22FBF788DD3F9F
ParentProcessGuid: {02EA0504-41A7-5A01-0000-001060A00000}
ParentProcessId: 636
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:47:00,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:47:00.175
ProcessGuid: {02EA0504-72FF-5A01-0000-0010E0D81A00}
ProcessId: 2924
Image: C:\Windows\SysWOW64\dllhost.exe"
情報,2019/11/07 17:46:55,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:46:55.091
ProcessGuid: {02EA0504-72FF-5A01-0000-0010E0D81A00}
ProcessId: 2924
Image: C:\Windows\SysWOW64\dllhost.exe
CommandLine: C:\Windows\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B}
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\chiyoda.tokyo
LogonGuid: {02EA0504-41EA-5A01-0000-002074B30100}
LogonId: 0x1b374
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=ACE762C51DB1908C858C898D7E0F9B36F788D2D9
ParentProcessGuid: {02EA0504-41A7-5A01-0000-001060A00000}
ParentProcessId: 636
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:46:18,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:46:18.879
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\M3RDCDL07E5VE30BAYKO.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:46:18.879"
情報,2019/11/07 17:44:32,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:44:32.551
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\SUTVWTDQAJYKYJSZ9T2T.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:44:32.551"
情報,2019/11/07 17:43:33,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:43:33.555
ProcessGuid: {02EA0504-722C-5A01-0000-0010B1711A00}
ProcessId: 1540
Image: C:\Windows\System32\Macromed\Flash\FlashUtil64_22_0_0_210_ActiveX.exe"
情報,2019/11/07 17:43:33,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:43:33.352
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\TKZJC7E8YY2A0TFOZXL0.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:43:33.352"
情報,2019/11/07 17:43:24,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:43:24.104
ProcessGuid: {02EA0504-722C-5A01-0000-0010B1711A00}
ProcessId: 1540
Image: C:\Windows\System32\Macromed\Flash\FlashUtil64_22_0_0_210_ActiveX.exe
CommandLine: C:\Windows\system32\Macromed\Flash\FlashUtil64_22_0_0_210_ActiveX.exe -Embedding
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\chiyoda.tokyo
LogonGuid: {02EA0504-41EA-5A01-0000-002074B30100}
LogonId: 0x1b374
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=4333BFE126CAEAFDB0A80530F0C05A06C51EB2B8
ParentProcessGuid: {02EA0504-41A7-5A01-0000-001060A00000}
ParentProcessId: 636
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:41:47,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:41:47.289
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\YO19WEXJA2BCI7E9J9DL.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:41:47.289"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:41:00.337
ProcessGuid: {02EA0504-719C-5A01-0000-00109D511A00}
ProcessId: 3008
Image: C:\Windows\System32\conhost.exe"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:41:00.321
ProcessGuid: {02EA0504-719C-5A01-0000-0010E1521A00}
ProcessId: 2228
Image: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:41:00.321
ProcessGuid: {02EA0504-719C-5A01-0000-001021511A00}
ProcessId: 1540
Image: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:41:00.306
ProcessGuid: {02EA0504-719C-5A01-0000-0010E1521A00}
ProcessId: 2228
Image: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe
CommandLine: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=822CC10DB71285390D9C1606CB297249E6737271
ParentProcessGuid: {02EA0504-41A6-5A01-0000-001033890000}
ParentProcessId: 504
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:41:00.181
ProcessGuid: {02EA0504-719C-5A01-0000-00109D511A00}
ProcessId: 3008
Image: C:\Windows\System32\conhost.exe
CommandLine: \??\C:\Windows\system32\conhost.exe ""1092058676146016124015714765922299204721027756544677636670-897398951-682585672""
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=D836FCE5EE3175E5178DADD40E1FEC98A83FBCE9
ParentProcessGuid: {02EA0504-41A1-5A01-0000-00105F7E0000}
ParentProcessId: 360
ParentImage: C:\Windows\System32\csrss.exe
ParentCommandLine: %SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16"
情報,2019/11/07 17:41:00,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:41:00.072
ProcessGuid: {02EA0504-719C-5A01-0000-001021511A00}
ProcessId: 1540
Image: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe
CommandLine: C:\Windows\SysWOW64\Macromed\Flash\FlashPlayerUpdateService.exe 
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=822CC10DB71285390D9C1606CB297249E6737271
ParentProcessGuid: {02EA0504-41EC-5A01-0000-0010C4BF0100}
ParentProcessId: 1928
ParentImage: C:\Windows\System32\taskeng.exe
ParentCommandLine: taskeng.exe {54713E6C-87C6-4368-99B5-3DB599A32F37} S-1-5-18:NT AUTHORITY\System:Service:"
情報,2019/11/07 17:40:55,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:40:55.580
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\UO00HXC1NYOOG8IYW2OQ.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:40:55.580"
情報,2019/11/07 17:40:14,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:40:14.097
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\F1915IC657731W2K2DBP.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:40:14.097"
情報,2019/11/07 17:38:05,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:05.344
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\46DPG4QK0ZODSTBKED48.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:38:05.344"
情報,2019/11/07 17:36:16,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:36:16.568
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\VS3CZF0L1LPCX11USH4M.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:36:16.552"
情報,2019/11/07 17:35:46,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:35:46.011
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\VM27V6XNVSOQLX3C4KE8.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:35:46.011"
情報,2019/11/07 17:35:11,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:35:11.421
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\MGMEDQA3Z3RN1FPVS6MV.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:35:11.421"
情報,2019/11/07 17:33:45,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:33:45.650
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\J16Z1104W7RJ7DK69K6T.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:33:45.650"
情報,2019/11/07 17:32:35,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:32:35.411
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\6OCEA6YZ0GC8BQTOC44I.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:32:35.411"
情報,2019/11/07 17:31:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:31:39.847
ProcessGuid: {02EA0504-6F10-5A01-0000-0010DFAC1900}
ProcessId: 2812
Image: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"
情報,2019/11/07 17:31:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:31:39.847
ProcessGuid: {02EA0504-6F48-5A01-0000-00104FBF1900}
ProcessId: 2448
Image: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"
情報,2019/11/07 17:31:04,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:31:04.946
ProcessGuid: {02EA0504-6F48-5A01-0000-00104FBF1900}
ProcessId: 2448
Image: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe
CommandLine: ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=ADB860FF9C00B308BF4ABBCB77E2C5233FEB61C5
ParentProcessGuid: {02EA0504-41A6-5A01-0000-001033890000}
ParentProcessId: 504
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe"
情報,2019/11/07 17:30:38,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:30:38.170
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\TQ51CTA5SWTR3F554U6P.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:30:38.170"
情報,2019/11/07 17:30:08,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:30:08.759
ProcessGuid: {02EA0504-6F10-5A01-0000-0010DFAC1900}
ProcessId: 2812
Image: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe
CommandLine: ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource core
CurrentDirectory: C:\Program Files (x86)\Google\Update\1.3.31.5\
User: NT AUTHORITY\SYSTEM
LogonGuid: {02EA0504-41A6-5A01-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=ADB860FF9C00B308BF4ABBCB77E2C5233FEB61C5
ParentProcessGuid: {02EA0504-41ED-5A01-0000-001049E10100}
ParentProcessId: 1152
ParentImage: C:\Program Files (x86)\Google\Update\GoogleUpdate.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /c"
情報,2019/11/07 17:28:58,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:28:58.475
ProcessGuid: {02EA0504-485D-5A01-0000-0010DB380900}
ProcessId: 2736
Image: C:\Program Files\Internet Explorer\iexplore.exe
TargetFilename: C:\Users\chiyoda.tokyo.EXAMPLE\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\8WAGOSEUB2B7QTM0QJ52.temp
CreationUtcTime: 2019-11-07 05:26:24.114
PreviousCreationUtcTime: 2019-11-07 08:28:58.475"
情報,2019/11/07 17:25:24,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:25:24.450
ProcessGuid: {02EA0504-6DE9-5A01-0000-001074871900}
ProcessId: 2536
Image: C:\Windows\System32\Macromed\Flash\FlashUtil64_22_0_0_210_ActiveX.exe"
