レベル,日付と時刻,ソース,イベント ID,タスクのカテゴリ
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\RAC\RACAgent""、インスタンス ""{8EC617D2-E6D9-4A1F-88B1-25AF17BB067A}""、操作 ""C:\Windows\system32\RacAgent.exe"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,129,タスクのプロセスが作成されました,"タスク スケジューラは、プロセス ID 1808 でタスク ""\Microsoft\Windows\RAC\RACAgent""、インスタンス ""C:\Windows\system32\RacAgent.exe"" を起動しました。"
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\RAC\RACAgent"" のインスタンス ""{8EC617D2-E6D9-4A1F-88B1-25AF17BB067A}"" で操作 ""%windir%\system32\RacAgent.exe"" を開始しました。"
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""NT AUTHORITY\LOCAL SERVICE"" の ""\Microsoft\Windows\RAC\RACAgent"" タスクの ""{8EC617D2-E6D9-4A1F-88B1-25AF17BB067A}"" インスタンスを開始しました。"
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\RAC\RACAgent"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 16:04:03,Microsoft-Windows-TaskScheduler,317,タスク エンジンが開始されました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスを開始しました。"
情報,2019/11/07 16:04:02,Microsoft-Windows-TaskScheduler,310,タスク エンジンが開始されました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスを開始しました。コマンド = ""taskeng.exe""、プロセス ID = 2192、スレッド ID = 1924"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{F4DE285E-8A35-4634-A737-62FE69550BCF}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam""、インスタンス ""{F4DE285E-8A35-4634-A737-62FE69550BCF}""、操作 ""Certificate Services Client Task Handler"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" のインスタンス ""{F4DE285E-8A35-4634-A737-62FE69550BCF}"" で操作 ""Certificate Services Client Task Handler"" を開始しました。"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{F4DE285E-8A35-4634-A737-62FE69550BCF}"" インスタンスを開始しました。"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-21-1524084746-3249201829-3114449661-500:EXAMPLE\Administrator:Interactive:[1]"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:57:19,Microsoft-Windows-TaskScheduler,124,ワークステーションのロックによってトリガされるタスク,"タスク スケジューラは、ユーザー ""Administrator"" がコンピュータ トリガをロックしたことによってタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の ""{F4DE285E-8A35-4634-A737-62FE69550BCF}"" インスタンスを起動しました。"
情報,2019/11/07 15:37:00,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\WIN-WFBHIBE5GXZ$"" の ""\At1"" タスクの ""{ACBC1C6F-B623-4798-A802-6B6D948A2AF1}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:37:00,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\At1""、インスタンス ""{ACBC1C6F-B623-4798-A802-6B6D948A2AF1}""、操作 ""C:\Windows\system32\cmd.EXE"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:37:00,Microsoft-Windows-TaskScheduler,129,タスクのプロセスが作成されました,"タスク スケジューラは、プロセス ID 2344 でタスク ""\At1""、インスタンス ""C:\Windows\system32\cmd.EXE"" を起動しました。"
情報,2019/11/07 15:36:59,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\At1"" のインスタンス ""{ACBC1C6F-B623-4798-A802-6B6D948A2AF1}"" で操作 ""cmd"" を開始しました。"
情報,2019/11/07 15:36:59,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\WIN-WFBHIBE5GXZ$"" の ""\At1"" タスクの ""{ACBC1C6F-B623-4798-A802-6B6D948A2AF1}"" インスタンスを開始しました。"
情報,2019/11/07 15:36:59,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-18:NT AUTHORITY\System:Service:"" は、タスク スケジューラ サービスからタスク ""\At1"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:36:59,Microsoft-Windows-TaskScheduler,107,スケジューラによってトリガされるタスク,"タスク スケジューラは、時間による起動条件で、タスク ""\At1"" の ""{ACBC1C6F-B623-4798-A802-6B6D948A2AF1}"" インスタンスを起動しました。"
情報,2019/11/07 15:34:30,Microsoft-Windows-TaskScheduler,140,タスクの登録が更新されました,"ユーザー ""EXAMPLE.CO.JP\maebashi.gunma"" はタスク スケジューラのタスク ""At1"" を更新しました"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{D99CCDF1-F50D-466F-8CE1-4C451859AE1C}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam""、インスタンス ""{D99CCDF1-F50D-466F-8CE1-4C451859AE1C}""、操作 ""Certificate Services Client Task Handler"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" のインスタンス ""{D99CCDF1-F50D-466F-8CE1-4C451859AE1C}"" で操作 ""Certificate Services Client Task Handler"" を開始しました。"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{D99CCDF1-F50D-466F-8CE1-4C451859AE1C}"" インスタンスを開始しました。"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-21-1524084746-3249201829-3114449661-500:EXAMPLE\Administrator:Interactive:[1]"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:28:53,Microsoft-Windows-TaskScheduler,125,ワークステーションのロック解除によってトリガされるタスク,"タスク スケジューラは、ユーザー ""Administrator"" がコンピュータ トリガをロック解除したことによってタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の ""{D99CCDF1-F50D-466F-8CE1-4C451859AE1C}"" インスタンスを起動しました。"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{2CD7F149-30E1-4743-9F47-7B614DB89242}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam""、インスタンス ""{2CD7F149-30E1-4743-9F47-7B614DB89242}""、操作 ""Certificate Services Client Task Handler"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" のインスタンス ""{2CD7F149-30E1-4743-9F47-7B614DB89242}"" で操作 ""Certificate Services Client Task Handler"" を開始しました。"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" タスクの ""{2CD7F149-30E1-4743-9F47-7B614DB89242}"" インスタンスを開始しました。"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-21-1524084746-3249201829-3114449661-500:EXAMPLE\Administrator:Interactive:[1]"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:21:03,Microsoft-Windows-TaskScheduler,124,ワークステーションのロックによってトリガされるタスク,"タスク スケジューラは、ユーザー ""Administrator"" がコンピュータ トリガをロックしたことによってタスク ""\Microsoft\Windows\CertificateServicesClient\UserTask-Roam"" の ""{2CD7F149-30E1-4743-9F47-7B614DB89242}"" インスタンスを起動しました。"
情報,2019/11/07 15:09:07,Microsoft-Windows-TaskScheduler,318,タスク エンジンを正常にシャットダウンしました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスをシャットダウンします。"
情報,2019/11/07 15:09:07,Microsoft-Windows-TaskScheduler,318,タスク エンジンを正常にシャットダウンしました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスをシャットダウンします。"
情報,2019/11/07 15:09:07,Microsoft-Windows-TaskScheduler,301,タスク エンジンを正常にシャットダウンしました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" をシャットダウンしています"
情報,2019/11/07 15:04:07,Microsoft-Windows-TaskScheduler,314,タスク エンジンがアイドル状態です,"タスク スケジューラには、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" で実行中のタスクがないため、アイドル タイマが開始されました。"
情報,2019/11/07 15:04:07,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""NT AUTHORITY\LOCAL SERVICE"" の ""\Microsoft\Windows\RAC\RACAgent"" タスクの ""{C36F6E81-8BAD-4C7B-AD88-702356B63433}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:04:07,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\RAC\RACAgent""、インスタンス ""{C36F6E81-8BAD-4C7B-AD88-702356B63433}""、操作 ""C:\Windows\system32\RacAgent.exe"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:04:07,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\WIN-WFBHIBE5GXZ$"" の ""\Microsoft\Windows\MUI\LPRemove"" タスクの ""{E6667B35-21AF-440F-9BC3-A589692456D8}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:04:07,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\MUI\LPRemove""、インスタンス ""{E6667B35-21AF-440F-9BC3-A589692456D8}""、操作 ""C:\Windows\system32\lpremove.exe"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:04:06,Microsoft-Windows-TaskScheduler,102,タスクが完了しました,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\Windows Error Reporting\QueueReporting"" タスクの ""{686269DE-07CA-406C-94A3-11C60410BCCD}"" インスタンスを正常に完了しました。"
情報,2019/11/07 15:04:06,Microsoft-Windows-TaskScheduler,201,操作が完了しました,"タスク スケジューラは、タスク ""\Microsoft\Windows\Windows Error Reporting\QueueReporting""、インスタンス ""{686269DE-07CA-406C-94A3-11C60410BCCD}""、操作 ""C:\Windows\system32\wermgr.exe"" を正常に完了しました。リターン コード: 0"
情報,2019/11/07 15:04:05,Microsoft-Windows-TaskScheduler,129,タスクのプロセスが作成されました,"タスク スケジューラは、プロセス ID 1952 でタスク ""\Microsoft\Windows\Windows Error Reporting\QueueReporting""、インスタンス ""C:\Windows\system32\wermgr.exe"" を起動しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\Windows Error Reporting\QueueReporting"" のインスタンス ""{686269DE-07CA-406C-94A3-11C60410BCCD}"" で操作 ""%windir%\system32\wermgr.exe"" を開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\Administrator"" の ""\Microsoft\Windows\Windows Error Reporting\QueueReporting"" タスクの ""{686269DE-07CA-406C-94A3-11C60410BCCD}"" インスタンスを開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-21-1524084746-3249201829-3114449661-500:EXAMPLE\Administrator:Interactive:[1]"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\Windows Error Reporting\QueueReporting"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,129,タスクのプロセスが作成されました,"タスク スケジューラは、プロセス ID 1860 でタスク ""\Microsoft\Windows\MUI\LPRemove""、インスタンス ""C:\Windows\system32\lpremove.exe"" を起動しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\MUI\LPRemove"" のインスタンス ""{E6667B35-21AF-440F-9BC3-A589692456D8}"" で操作 ""%windir%\system32\lpremove.exe"" を開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""EXAMPLE\WIN-WFBHIBE5GXZ$"" の ""\Microsoft\Windows\MUI\LPRemove"" タスクの ""{E6667B35-21AF-440F-9BC3-A589692456D8}"" インスタンスを開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-18:NT AUTHORITY\System:Service:"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\MUI\LPRemove"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,129,タスクのプロセスが作成されました,"タスク スケジューラは、プロセス ID 2200 でタスク ""\Microsoft\Windows\RAC\RACAgent""、インスタンス ""C:\Windows\system32\RacAgent.exe"" を起動しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,200,開始された操作,"タスク スケジューラは、タスク ""\Microsoft\Windows\RAC\RACAgent"" のインスタンス ""{C36F6E81-8BAD-4C7B-AD88-702356B63433}"" で操作 ""%windir%\system32\RacAgent.exe"" を開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,100,タスクの開始,"タスク スケジューラは、ユーザー ""NT AUTHORITY\LOCAL SERVICE"" の ""\Microsoft\Windows\RAC\RACAgent"" タスクの ""{C36F6E81-8BAD-4C7B-AD88-702356B63433}"" インスタンスを開始しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,319,タスク エンジンはタスク開始のメッセージを受信しました,"タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" は、タスク スケジューラ サービスからタスク ""\Microsoft\Windows\RAC\RACAgent"" の起動を要求するメッセージを受信しました。"
情報,2019/11/07 15:04:04,Microsoft-Windows-TaskScheduler,317,タスク エンジンが開始されました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスを開始しました。"
情報,2019/11/07 15:04:03,Microsoft-Windows-TaskScheduler,310,タスク エンジンが開始されました,"タスク スケジューラは、タスク エンジン ""S-1-5-19:NT AUTHORITY\LocalService:Service:"" プロセスを開始しました。コマンド = ""taskeng.exe""、プロセス ID = 2588、スレッド ID = 2544"
