レベル,日付と時刻,ソース,イベント ID,タスクのカテゴリ
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_2560.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1920.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1280.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_768.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_16.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:38:20,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:38:20.480
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
CreationUtcTime: 2019-11-07 08:38:20.480
PreviousCreationUtcTime: 2019-11-07 08:38:20.480"
情報,2019/11/07 17:37:46,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:37:46.855
ProcessGuid: {CC41BF7E-70CF-5A01-0000-0010D5584900}
ProcessId: 260
Image: C:\Program Files\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:37:46,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:37:46.840
ProcessGuid: {CC41BF7E-70CF-5A01-0000-001089634900}
ProcessId: 1144
Image: C:\Program Files (x86)\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:37:38,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:37:38.273
ProcessGuid: {CC41BF7E-70D2-5A01-0000-0010E67E4900}
ProcessId: 544
Image: C:\Windows\System32\SearchFilterHost.exe
CommandLine: ""C:\Windows\system32\SearchFilterHost.exe"" 0 628 632 640 8192 636 
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {CC41BF7E-4CCC-5A01-0000-0020E7030000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: Medium
Hashes: SHA1=EB23AC4D23CB9BD84A7D76B091B95785EBE92540
ParentProcessGuid: {CC41BF7E-4CF6-5A01-0000-0010ABA70300}
ParentProcessId: 2736
ParentImage: C:\Windows\System32\SearchIndexer.exe
ParentCommandLine: C:\Windows\system32\SearchIndexer.exe /Embedding"
情報,2019/11/07 17:37:35,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:37:35.811
ProcessGuid: {CC41BF7E-70CF-5A01-0000-001089634900}
ProcessId: 1144
Image: C:\Program Files (x86)\Internet Explorer\iexplore.exe
CommandLine: ""C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE"" SCODEF:260 CREDAT:140545 /prefetch:2
CurrentDirectory: C:\Users\maebashi.gunma\Desktop\
User: EXAMPLE\maebashi.gunma
LogonGuid: {CC41BF7E-4CE6-5A01-0000-002031FB0200}
LogonId: 0x2FB31
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA1=B2533AE4CDAA5F2B0B38A76B8EB65F12C7B225EC
ParentProcessGuid: {CC41BF7E-70CF-5A01-0000-0010D5584900}
ParentProcessId: 260
ParentImage: C:\Program Files\Internet Explorer\iexplore.exe
ParentCommandLine: ""C:\Program Files\Internet Explorer\iexplore.exe"" -Embedding"
情報,2019/11/07 17:37:35,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:37:35.667
ProcessGuid: {CC41BF7E-70CF-5A01-0000-0010D5584900}
ProcessId: 260
Image: C:\Program Files\Internet Explorer\iexplore.exe
CommandLine: ""C:\Program Files\Internet Explorer\iexplore.exe"" -Embedding
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\maebashi.gunma
LogonGuid: {CC41BF7E-4CE6-5A01-0000-002031FB0200}
LogonId: 0x2FB31
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=F0FEB5350BD497A9E9BF77ED072315E64ABFFA33
ParentProcessGuid: {CC41BF7E-4CCD-5A01-0000-0010D0890000}
ParentProcessId: 664
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:36:19,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:36:19.680
ProcessGuid: {CC41BF7E-706E-5A01-0000-001018E84800}
ProcessId: 1536
Image: C:\Program Files\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:36:19,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:36:19.664
ProcessGuid: {CC41BF7E-706E-5A01-0000-00106AF64800}
ProcessId: 1312
Image: C:\Program Files (x86)\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:36:00,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:36:00.024
ProcessGuid: {CC41BF7E-6FDF-5A01-0000-00106B144300}
ProcessId: 2536
Image: C:\Windows\System32\SearchFilterHost.exe"
情報,2019/11/07 17:35:58,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:35:58.848
ProcessGuid: {CC41BF7E-706E-5A01-0000-00106AF64800}
ProcessId: 1312
Image: C:\Program Files (x86)\Internet Explorer\iexplore.exe
CommandLine: ""C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE"" SCODEF:1536 CREDAT:140545 /prefetch:2
CurrentDirectory: C:\Users\maebashi.gunma\Desktop\
User: EXAMPLE\maebashi.gunma
LogonGuid: {CC41BF7E-4CE6-5A01-0000-002031FB0200}
LogonId: 0x2FB31
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: SHA1=B2533AE4CDAA5F2B0B38A76B8EB65F12C7B225EC
ParentProcessGuid: {CC41BF7E-706E-5A01-0000-001018E84800}
ParentProcessId: 1536
ParentImage: C:\Program Files\Internet Explorer\iexplore.exe
ParentCommandLine: ""C:\Program Files\Internet Explorer\iexplore.exe"" -Embedding"
情報,2019/11/07 17:35:58,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:35:58.240
ProcessGuid: {CC41BF7E-706E-5A01-0000-001018E84800}
ProcessId: 1536
Image: C:\Program Files\Internet Explorer\iexplore.exe
CommandLine: ""C:\Program Files\Internet Explorer\iexplore.exe"" -Embedding
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\maebashi.gunma
LogonGuid: {CC41BF7E-4CE6-5A01-0000-002031FB0200}
LogonId: 0x2FB31
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=F0FEB5350BD497A9E9BF77ED072315E64ABFFA33
ParentProcessGuid: {CC41BF7E-4CCD-5A01-0000-0010D0890000}
ParentProcessId: 664
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:34:58,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:34:58.103
ProcessGuid: {CC41BF7E-702B-5A01-0000-001067834800}
ProcessId: 5084
Image: C:\Windows\System32\dllhost.exe"
情報,2019/11/07 17:34:53,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:34:53.134
ProcessGuid: {CC41BF7E-7021-5A01-0000-0010730B4800}
ProcessId: 5756
Image: C:\Program Files\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:34:53,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:34:53.087
ProcessGuid: {CC41BF7E-7021-5A01-0000-0010E9154800}
ProcessId: 1888
Image: C:\Program Files (x86)\Internet Explorer\iexplore.exe"
情報,2019/11/07 17:34:53,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
UtcTime: 2019-11-07 08:34:53.040
ProcessGuid: {CC41BF7E-7022-5A01-0000-001035304800}
ProcessId: 4688
Image: C:\Windows\System32\Macromed\Flash\FlashUtil_ActiveX.exe"
情報,2019/11/07 17:34:51,Microsoft-Windows-Sysmon,1,Process Create (rule: ProcessCreate),"Process Create:
UtcTime: 2019-11-07 08:34:51.500
ProcessGuid: {CC41BF7E-702B-5A01-0000-001067834800}
ProcessId: 5084
Image: C:\Windows\System32\dllhost.exe
CommandLine: C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}
CurrentDirectory: C:\Windows\system32\
User: EXAMPLE\maebashi.gunma
LogonGuid: {CC41BF7E-4CE6-5A01-0000-002031FB0200}
LogonId: 0x2FB31
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: SHA1=0E33FA9CE0074155F361DB9CB36183431C8FC266
ParentProcessGuid: {CC41BF7E-4CCD-5A01-0000-0010D0890000}
ParentProcessId: 664
ParentImage: C:\Windows\System32\svchost.exe
ParentCommandLine: C:\Windows\system32\svchost.exe -k DcomLaunch"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.664
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_custom_stream.db
CreationUtcTime: 2019-11-07 08:34:50.664
PreviousCreationUtcTime: 2019-11-07 08:34:50.664"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.664
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_wide_alternate.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_exif.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_wide.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_sr.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_2560.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_1920.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_1280.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_768.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_256.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_96.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
情報,2019/11/07 17:34:50,Microsoft-Windows-Sysmon,2,File creation time changed (rule: FileCreateTime),"File creation time changed:
UtcTime: 2019-11-07 08:34:50.648
ProcessGuid: {CC41BF7E-6FE9-5A01-0000-001033274300}
ProcessId: 1164
Image: C:\Windows\system32\mmc.exe
TargetFilename: C:\Users\administrator\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
CreationUtcTime: 2019-11-07 08:34:50.648
PreviousCreationUtcTime: 2019-11-07 08:34:50.648"
